treatment,store_id,sale,customer_id
1,1,57.356941,481
1,1,53.648003,482
1,1,86.46212,483
1,1,79.371048,484
1,1,72.6315,485
1,1,65.293114,486
1,1,49.518612,487
1,1,103.11604,488
1,1,87.183731,489
1,1,71.154602,490
1,1,41.911217,491
1,1,67.829002,492
1,1,60.256794,493
1,1,61.427547,494
1,1,58.58189,495
1,1,60.093975,496
1,1,57.579861,497
1,1,77.789169,498
1,1,50.069637,499
1,1,61.520821,500
1,1,55.093498,501
1,1,88.857384,502
1,1,63.179733,503
1,1,87.486259,504
1,1,71.75045,505
1,1,61.19595,506
1,1,57.49202,507
1,1,59.491188,508
1,1,44.269283,509
1,1,83.111206,510
1,1,46.027359,511
1,1,37.8605,512
1,1,116.28005,513
1,1,67.549019,514
1,1,66.664101,515
1,1,61.642467,516
1,1,61.334591,517
1,1,78.675735,518
1,1,58.665081,519
1,1,58.905106,520
1,1,77.011765,521
1,1,66.843124,522
1,1,89.871826,523
1,1,43.686813,524
1,1,46.116924,525
1,1,58.988354,526
1,1,77.000267,527
1,1,63.022751,528
1,1,97.090332,529
1,1,52.405346,530
1,1,73.078903,531
1,1,61.621456,532
1,1,59.771324,533
1,1,81.748161,534
1,1,67.401016,535
1,1,62.619373,536
1,1,39.785809,537
1,1,83.388084,538
1,1,43.875378,539
1,1,30.709873,540
1,1,73.485802,541
1,1,69.635155,542
1,1,67.073044,543
1,1,62.467918,544
1,1,86.790215,545
1,1,80.22879,546
1,1,63.979496,547
1,1,92.009293,548
1,1,94.15464,549
1,1,63.723495,550
1,1,44.710018,551
1,1,53.765057,552
1,1,63.560898,553
1,1,62.606209,554
1,1,65.322227,555
1,1,62.637226,556
1,1,83.123756,557
1,1,68.574959,558
1,1,78.451225,559
1,1,60.560253,560
1,1,39.51228,561
1,1,42.121082,562
1,1,71.501999,563
1,1,66.664452,564
1,1,77.400398,565
1,1,62.12146,566
1,1,91.594688,567
1,1,81.894058,568
1,1,44.195648,569
1,1,63.639206,570
1,1,69.49662,571
1,1,62.354744,572
1,1,57.196724,573
1,1,84.439461,574
1,1,57.040115,575
1,1,87.335754,576
1,1,68.699333,577
1,1,70.202385,578
1,1,77.599953,579
1,1,55.090359,580
1,1,59.019119,581
1,1,101.91693,582
1,1,79.892242,583
1,1,56.296131,584
1,1,41.652416,585
1,1,94.091415,586
1,1,78.022606,587
1,1,67.437553,588
1,1,51.198795,589
1,1,62.610554,590
1,1,70.595215,591
1,1,91.775558,592
1,1,85.616844,593
1,1,68.897385,594
1,1,70.370918,595
1,1,60.824909,596
1,1,88.788773,597
1,1,38.069866,598
1,1,38.525894,599
1,1,52.644184,600
1,1,66.417816,601
1,1,87.277122,602
1,1,36.623161,603
1,1,66.045891,604
1,1,73.293755,605
1,1,72.304214,606
1,1,68.650146,607
1,1,67.46376,608
1,1,76.398376,609
1,1,63.42244,610
1,1,64.966621,611
1,1,74.336601,612
1,1,77.660652,613
1,1,40.48608,614
1,1,38.601414,615
1,1,65.074738,616
1,1,36.416843,617
1,1,66.059303,618
1,1,29.000877,619
1,1,40.650703,620
1,1,62.065559,621
1,1,97.92971,622
1,1,60.053963,623
1,1,61.840023,624
1,1,69.165382,625
1,1,59.940563,626
1,1,61.308731,627
1,1,74.493225,628
1,1,74.572578,629
1,1,77.940582,630
1,1,86.914307,631
1,1,98.217018,632
1,1,79.08197,633
1,1,58.417213,634
1,1,50.980896,635
1,1,80.167114,636
1,1,66.684631,637
1,1,90.791084,638
1,1,63.923752,639
1,1,63.392891,640
1,1,46.460556,641
1,1,64.899666,642
1,1,70.057861,643
1,1,70.098518,644
1,1,60.70195,645
1,1,83.97332,646
1,1,78.787567,647
1,1,73.73201,648
1,1,67.686813,649
1,1,69.818733,650
1,1,91.605797,651
1,1,64.545547,652
1,1,87.005241,653
1,1,65.834389,654
1,1,52.084671,655
1,1,65.998589,656
1,1,44.075809,657
1,1,72.336945,658
1,1,81.61161,659
1,1,67.971428,660
1,1,76.66095,661
1,1,50.122189,662
1,1,91.595665,663
1,1,80.082481,664
1,1,77.536003,665
1,1,69.587715,666
1,1,80.110931,667
1,1,82.758614,668
1,1,86.763931,669
1,1,53.729362,670
1,1,60.962326,671
1,1,66.343994,672
1,1,69.714981,673
1,1,77.536354,674
1,1,59.007103,675
1,1,63.666042,676
1,1,80.269875,677
1,1,68.632271,678
1,1,88.151009,679
1,1,78.038986,680
1,1,62.490559,681
1,1,89.68499,682
1,1,77.162704,683
1,1,78.955566,684
1,1,59.462978,685
1,1,75.985115,686
1,1,63.902294,687
1,1,74.970093,688
1,1,59.898396,689
1,1,43.963505,690
1,1,83.87188,691
1,1,65.384987,692
1,1,76.847206,693
1,1,56.648758,694
1,1,65.175583,695
1,1,67.372238,696
1,1,72.896683,697
1,1,87.791565,698
1,1,55.333973,699
1,1,58.841438,700
1,1,44.34623,701
1,1,55.190235,702
1,1,70.486839,703
1,1,75.518555,704
1,1,84.948013,705
1,1,65.721634,706
1,1,65.911171,707
1,1,88.891006,708
1,1,73.218056,709
1,1,81.181229,710
1,1,48.915081,711
1,1,56.830456,712
1,1,82.48204,713
1,1,85.2677,714
1,1,66.21698,715
1,1,70.151451,716
1,1,48.82021,717
1,1,37.320251,718
1,1,39.783543,719
1,1,59.671623,720
1,1,50.298416,721
1,1,42.026485,722
1,1,52.804981,723
1,1,66.202927,724
1,1,39.88718,725
1,1,72.049507,726
1,1,72.083809,727
1,1,68.65461,728
1,1,88.313484,729
1,1,74.252113,730
1,1,78.470581,731
1,1,60.101128,732
1,1,95.226662,733
1,1,101.17052,734
1,1,50.558086,735
1,1,51.834473,736
1,1,85.379326,737
1,1,65.831749,738
1,1,86.513199,739
1,1,69.380798,740
1,1,88.641159,741
1,1,84.416061,742
1,1,79.488808,743
1,1,66.092155,744
1,1,48.526726,745
1,1,90.394325,746
1,1,94.448349,747
1,1,71.471718,748
1,1,73.488258,749
1,1,40.303631,750
1,1,45.055973,751
1,1,80.588745,752
1,1,73.397888,753
1,1,76.038895,754
1,1,70.908562,755
1,1,53.597374,756
1,1,48.172649,757
1,1,59.450478,758
1,1,80.886841,759
1,1,45.229958,760
1,1,80.513596,761
1,1,108.14996,762
1,1,68.60997,763
1,1,89.196236,764
1,1,54.736443,765
1,1,74.64563,766
1,1,80.515343,767
1,1,65.365158,768
1,1,78.967896,769
1,1,89.262321,770
1,1,72.667557,771
1,1,69.165436,772
1,1,64.898064,773
1,1,57.546104,774
1,1,73.958656,775
1,1,62.873775,776
1,1,61.555477,777
1,1,57.915295,778
1,1,77.30098,779
1,1,90.85537,780
1,1,53.36187,781
1,1,81.365448,782
1,1,80.168655,783
1,1,50.045864,784
1,1,67.550102,785
1,1,74.425507,786
1,1,47.862923,787
1,1,57.987701,788
1,1,57.657562,789
1,1,73.84584,790
1,1,80.1175,791
1,1,73.522514,792
1,1,50.748695,793
1,1,94.658401,794
1,1,59.915668,795
1,1,54.047924,796
1,1,82.374199,797
1,1,60.018425,798
1,1,94.209351,799
1,1,96.341301,800
1,1,70.299301,801
1,1,51.060387,802
1,1,75.762199,803
1,1,77.949883,804
1,1,87.423256,805
1,1,69.126419,806
1,1,59.21545,807
1,1,76.456978,808
1,1,66.515251,809
1,1,77.709625,810
1,1,53.411411,811
1,1,64.674889,812
1,1,65.043694,813
1,1,40.260864,814
1,1,70.944695,815
1,1,66.150459,816
1,1,50.693668,817
1,1,79.003174,818
1,1,81.435608,819
1,1,58.782192,820
1,1,68.553596,821
1,1,86.281693,822
1,1,45.970058,823
1,1,54.961746,824
1,1,66.16922,825
1,1,81.559738,826
1,1,41.678555,827
1,1,46.699966,828
1,1,81.187508,829
1,1,44.179161,830
1,1,73.553864,831
1,1,69.761795,832
1,1,89.348427,833
1,1,93.948883,834
1,1,59.327675,835
1,1,60.15794,836
1,1,76.316063,837
1,1,63.80481,838
1,1,82.991249,839
1,1,78.481102,840
1,1,95.526779,841
1,1,99.090958,842
1,1,83.10807,843
1,1,62.813038,844
1,1,75.666267,845
1,1,79.605728,846
1,1,77.290215,847
1,1,94.527222,848
1,1,58.988789,849
1,1,48.184868,850
1,1,62.618793,851
1,1,75.324959,852
1,1,71.287483,853
1,1,60.900902,854
1,1,78.485519,855
1,1,60.568333,856
1,1,40.216827,857
1,1,84.191307,858
1,1,74.56601,859
1,1,67.54351,860
1,1,83.335136,861
1,1,80.242096,862
1,1,80.110748,863
1,1,84.354507,864
1,1,65.595833,865
1,1,71.901253,866
1,1,47.324036,867
1,1,57.149109,868
1,1,72.074043,869
1,1,64.33474,870
1,1,99.064743,871
1,1,56.725304,872
1,1,79.287155,873
1,1,62.952175,874
1,1,84.686073,875
1,1,47.616325,876
1,1,74.722206,877
1,1,48.800514,878
1,1,60.254177,879
1,1,46.902451,880
1,1,56.537498,881
1,1,74.299683,882
1,1,66.353966,883
1,1,74.499565,884
1,1,54.241817,885
1,1,47.85429,886
1,1,70.024872,887
1,1,51.35162,888
1,1,78.066452,889
1,1,76.828972,890
1,1,77.015129,891
1,1,56.155659,892
1,1,78.923416,893
1,1,62.764614,894
1,1,61.209026,895
1,1,63.254395,896
1,1,77.630714,897
1,1,69.145905,898
1,1,58.259693,899
1,1,53.45639,900
1,1,75.226959,901
1,1,67.414169,902
1,1,74.456696,903
1,1,72.168076,904
1,1,78.948303,905
1,1,68.519226,906
1,1,51.505569,907
1,1,75.845573,908
1,1,53.348114,909
1,1,54.141792,910
1,1,66.846481,911
1,1,71.461067,912
1,1,75.319969,913
1,1,60.376381,914
1,1,64.508423,915
1,1,66.448402,916
1,1,80.501419,917
1,1,74.287857,918
1,1,89.588562,919
1,1,65.806244,920
1,1,70.664642,921
1,1,84.860222,922
1,1,55.52655,923
1,1,67.325203,924
1,1,60.88213,925
1,1,61.509911,926
1,1,50.639481,927
1,1,77.118233,928
1,1,37.318642,929
1,1,73.590187,930
1,1,50.795589,931
1,1,49.998997,932
1,1,64.353935,933
1,1,66.751076,934
1,1,50.157154,935
1,1,60.817955,936
1,1,82.660606,937
1,1,76.398109,938
1,1,52.14629,939
1,1,75.707474,940
1,1,88.144722,941
1,1,82.828354,942
1,1,64.521095,943
1,1,66.307541,944
1,1,63.139256,945
1,1,76.449585,946
1,1,94.782501,947
1,1,62.024475,948
1,1,56.745773,949
1,1,48.928761,950
1,1,68.903572,951
1,1,44.124168,952
1,1,110.06155,953
1,1,63.624722,954
1,1,86.670349,955
1,1,69.572067,956
1,1,73.657639,957
1,1,81.364525,958
1,1,94.415833,959
1,1,42.676708,960
1,1,117.42195,961
1,1,51.228271,962
1,1,47.920788,963
1,1,76.011383,964
1,1,70.120331,965
1,1,74.318802,966
1,1,40.901043,967
1,1,66.771507,968
1,1,88.94635,969
1,1,83.046936,970
1,1,64.672585,971
1,1,91.463425,972
1,1,73.2724,973
1,1,62.668823,974
1,1,46.613609,975
1,1,90.272186,976
1,1,62.522903,977
1,1,48.933678,978
1,1,70.022057,979
1,1,71.066475,980
1,1,66.046303,981
1,1,54.886757,982
1,1,73.547836,983
1,1,68.414665,984
1,1,75.663307,985
1,1,57.993996,986
1,1,76.722885,987
1,1,63.043728,988
1,1,77.776825,989
1,1,61.371223,990
1,1,74.271805,991
1,1,64.486534,992
1,1,51.563992,993
1,1,76.992455,994
1,1,97.640457,995
1,1,57.336094,996
1,1,54.937878,997
1,1,78.963196,998
1,1,69.428833,999
1,1,63.646614,1000
0,2,68.686653,1
0,2,93.536667,2
0,2,89.373856,3
0,2,70.63179,4
0,2,58.642048,5
0,2,102.85835,6
0,2,102.63795,7
0,2,62.971474,8
0,2,88.643372,9
0,2,81.976089,10
0,2,97.546112,11
0,2,77.639084,12
0,2,110.7873,13
0,2,62.477829,14
0,2,104.74598,15
0,2,73.133797,16
0,2,43.921047,17
0,2,75.731308,18
0,2,80.640251,19
0,2,105.70257,20
0,2,56.769184,21
0,2,108.46017,22
0,2,74.318481,23
0,2,91.453957,24
0,2,87.615135,25
0,2,93.020737,26
0,2,105.92371,27
0,2,97.481529,28
0,2,103.93193,29
0,2,89.972664,30
0,2,87.541824,31
0,2,67.274658,32
0,2,45.593807,33
0,2,68.160416,34
0,2,93.065643,35
0,2,88.982681,36
0,2,69.831367,37
0,2,91.160706,38
0,2,48.186378,39
0,2,110.80594,40
0,2,89.037209,41
0,2,73.495171,42
0,2,85.33416,43
0,2,84.932899,44
0,2,121.54056,45
0,2,95.642548,46
0,2,72.930199,47
0,2,83.571877,48
0,2,68.592949,49
0,2,102.31413,50
0,2,125.02374,51
0,2,79.272522,52
0,2,84.581261,53
0,2,88.314957,54
0,2,69.088394,55
0,2,90.143593,56
0,2,69.50869,57
0,2,63.753372,58
0,2,73.238464,59
0,2,85.545998,60
0,2,100.05362,61
0,2,80.639275,62
0,2,93.773178,63
0,2,38.042168,64
0,2,113.61607,65
0,2,104.85932,66
0,2,98.973259,67
0,2,90.718422,68
0,2,90.253593,69
0,2,94.009422,70
0,2,89.542137,71
0,2,62.543045,72
0,2,101.54634,73
0,2,96.686256,74
0,2,96.197304,75
0,2,92.696426,76
0,2,73.289337,77
0,2,79.348686,78
0,2,88.834267,79
0,2,85.72419,80
0,2,109.07952,81
0,2,80.698174,82
0,2,76.425034,83
0,2,88.061539,84
0,2,114.4141,85
0,2,71.230362,86
0,2,79.741051,87
0,2,87.117317,88
0,2,93.518921,89
0,2,117.49176,90
0,2,67.843323,91
0,2,102.36893,92
0,2,81.959824,93
0,2,82.880135,94
0,2,74.318481,95
0,2,89.901443,96
0,2,86.498878,97
0,2,84.496094,98
0,2,82.507713,99
0,2,96.063286,100
0,2,73.250336,101
0,2,94.886757,102
0,2,78.64241,103
0,2,80.776199,104
0,2,85.749443,105
0,2,89.17498,106
0,2,91.793343,107
0,2,66.977669,108
0,2,94.35836,109
0,2,50.368378,110
0,2,79.158424,111
0,2,77.767387,112
0,2,62.570965,113
0,2,90.182938,114
0,2,110.85976,115
0,2,75.018166,116
0,2,98.888885,117
0,2,93.076241,118
0,2,94.858475,119
0,2,81.482475,120
0,2,80.610229,121
0,2,72.695824,122
0,2,80.912651,123
0,2,102.64935,124
0,2,102.06752,125
0,2,101.02562,126
0,2,76.873245,127
0,2,73.449402,128
0,2,85.322647,129
0,2,74.61364,130
0,2,75.417656,131
0,2,74.058998,132
0,2,104.53613,133
0,2,83.350258,134
0,2,81.566582,135
0,2,99.041512,136
0,2,80.19442,137
0,2,85.260826,138
0,2,58.830578,139
0,2,75.171829,140
0,2,86.726013,141
0,2,66.60556,142
0,2,71.784622,143
0,2,67.769691,144
0,2,107.39414,145
0,2,75.989273,146
0,2,68.822418,147
0,2,77.350365,148
0,2,114.86095,149
0,2,83.483696,150
0,2,60.305397,151
0,2,97.760902,152
0,2,105.03514,153
0,2,88.20504,154
0,2,89.876923,155
0,2,102.40166,156
0,2,92.67382,157
0,2,82.911385,158
0,2,58.507694,159
0,2,91.153023,160
0,2,76.811935,161
0,2,64.595146,162
0,2,88.670837,163
0,2,93.32473,164
0,2,95.753998,165
0,2,60.214252,166
0,2,88.821266,167
0,2,62.014225,168
0,2,93.194183,169
0,2,97.021416,170
0,2,54.444836,171
0,2,97.661674,172
0,2,73.984116,173
0,2,83.278099,174
0,2,85.477409,175
0,2,96.481255,176
0,2,109.58959,177
0,2,83.66761,178
0,2,87.951355,179
0,2,92.30806,180
0,2,54.963482,181
0,2,66.586487,182
0,2,99.4245,183
0,2,96.821365,184
0,2,94.751846,185
0,2,65.829002,186
0,2,88.690392,187
0,2,74.11132,188
0,2,106.78529,189
0,2,102.23978,190
0,2,94.562004,191
0,2,76.578491,192
0,2,73.533607,193
0,2,84.945557,194
0,2,81.458817,195
0,2,99.405121,196
0,2,83.324455,197
0,2,72.540543,198
0,2,70.247925,199
0,2,86.817261,200
0,2,88.162392,201
0,2,70.219238,202
0,2,94.774452,203
0,2,107.42026,204
0,2,91.948006,205
0,2,81.339241,206
0,2,85.429405,207
0,2,97.144394,208
0,2,67.630447,209
0,2,61.458675,210
0,2,84.767227,211
0,2,93.289719,212
0,2,102.20088,213
0,2,88.086678,214
0,2,71.75219,215
0,2,96.476212,216
0,2,108.0912,217
0,2,87.694931,218
0,2,79.844391,219
0,2,98.179497,220
0,2,95.443985,221
0,2,55.796997,222
0,2,78.102516,223
0,2,96.620514,224
0,2,98.802773,225
0,2,89.553604,226
0,2,101.41048,227
0,2,100.36363,228
0,2,81.816368,229
0,2,88.888397,230
0,2,78.920563,231
0,2,80.861046,232
0,2,105.9453,233
0,2,75.902786,234
0,2,76.003044,235
0,2,81.007492,236
0,2,103.16389,237
0,2,62.554085,238
0,2,87.274979,239
0,2,86.322227,240
0,2,84.563461,241
0,2,66.91375,242
0,2,63.730629,243
0,2,104.45833,244
0,2,92.899704,245
0,2,86.728035,246
0,2,72.654251,247
0,2,85.771606,248
0,2,73.206497,249
0,2,75.440659,250
0,2,75.773102,251
0,2,84.604988,252
0,2,106.76952,253
0,2,98.912148,254
0,2,92.871796,255
0,2,106.1866,256
0,2,115.12612,257
0,2,104.06007,258
0,2,77.05851,259
0,2,76.682358,260
0,2,70.727669,261
0,2,62.375988,262
0,2,87.600281,263
0,2,90.059258,264
0,2,75.139282,265
0,2,95.214546,266
0,2,63.25592,267
0,2,84.084175,268
0,2,84.934326,269
0,2,118.29766,270
