id,month,rating,treat
174,10,2,1
174,11,3,0
174,11,1,1
174,11,4,0
174,12,4,0
174,12,4,0
174,13,3,0
174,13,4,0
174,13,4,0
174,13,3,0
174,14,2,0
174,14,3,0
174,15,5,0
174,15,3,0
174,16,5,0
174,16,3,0
174,16,3,0
174,17,2,0
174,17,1,0
174,18,4,1
174,18,5,0
174,18,4,0
174,18,5,1
174,19,3,0
174,20,3,0
174,21,5,1
174,22,4,0
174,22,4,0
174,22,3,1
174,23,3,0
174,24,4,0
174,24,5,0
174,24,4,0
174,24,3,1
174,24,5,0
174,24,4,0
174,24,5,1
174,24,5,1
179,1,3,1
179,1,3,0
179,1,4,0
179,1,3,1
179,2,4,0
179,2,1,0
179,2,1,0
179,2,4,1
179,2,4,1
179,2,4,1
179,2,3,0
179,2,4,1
179,2,5,1
179,2,2,0
179,2,2,0
179,2,5,0
179,2,3,1
179,3,3,1
179,3,5,1
179,3,4,1
179,3,4,1
179,3,1,0
179,3,3,0
179,3,4,0
179,3,4,1
179,3,3,1
179,3,4,0
179,3,3,1
179,3,4,0
179,3,4,0
179,3,2,0
179,3,4,0
179,4,4,1
179,4,4,0
179,4,4,1
179,4,4,0
179,4,3,1
179,4,4,0
179,4,4,1
179,5,1,1
179,5,3,1
179,5,5,1
179,6,5,0
179,6,4,0
179,6,3,0
179,6,5,0
179,6,5,1
179,6,4,1
179,6,3,1
179,7,4,1
179,7,4,1
179,7,4,1
179,7,1,0
179,7,4,0
179,8,3,0
179,8,4,0
179,8,1,1
179,8,2,1
179,8,5,1
179,8,5,1
179,8,3,1
179,8,4,0
179,8,5,1
179,8,5,0
179,9,4,0
179,9,4,0
179,9,4,0
179,9,1,0
179,9,3,0
179,9,1,1
179,9,4,0
179,9,5,1
179,10,5,0
179,10,4,0
179,10,5,0
179,10,5,1
179,10,3,0
179,10,3,0
179,11,4,1
179,11,4,0
179,11,3,0
179,11,5,0
179,12,5,0
179,12,2,1
179,12,3,1
179,12,5,0
179,12,3,1
179,13,5,0
179,13,2,0
179,13,3,0
179,13,5,1
179,13,2,0
179,13,4,0
179,14,4,1
179,14,2,0
179,14,2,0
179,14,2,0
179,14,4,0
179,14,3,0
179,14,3,0
179,14,3,0
179,14,2,0
179,14,3,0
179,14,4,0
179,14,2,0
179,15,3,0
179,15,4,0
179,15,3,0
179,15,2,0
179,15,4,0
179,15,5,0
179,15,5,0
179,15,3,0
179,16,3,0
179,16,5,0
179,16,4,0
179,16,3,0
179,16,5,0
179,16,4,0
179,16,4,0
179,16,4,0
179,17,5,1
179,17,4,0
179,17,3,0
179,17,1,0
179,18,4,0
179,18,5,0
179,18,3,0
179,18,1,1
179,18,5,0
179,18,4,1
179,18,4,1
179,18,5,0
179,18,3,0
179,18,3,0
179,19,5,1
179,19,1,0
179,19,5,0
179,19,4,0
179,19,4,1
179,19,5,0
179,19,1,0
179,19,4,0
179,20,2,1
179,20,5,0
179,20,3,0
179,20,3,1
179,20,5,0
179,20,4,0
179,20,5,1
179,20,2,1
179,20,4,1
179,20,5,0
179,20,5,1
179,20,4,0
179,20,4,1
179,21,3,1
179,21,5,0
179,21,1,0
179,21,1,1
179,21,4,0
179,21,5,1
179,22,4,0
179,22,5,0
179,22,4,0
179,22,4,0
179,22,4,0
179,22,3,1
179,22,4,0
179,22,5,1
179,23,1,1
179,23,4,0
179,23,3,0
179,23,2,1
179,23,4,0
179,23,3,0
179,23,2,0
179,23,4,0
179,23,4,0
179,23,3,0
179,23,1,0
179,23,5,0
179,23,4,0
179,23,4,1
179,23,2,0
179,24,5,1
179,24,3,0
179,24,5,0
179,24,4,0
179,24,4,0
179,24,2,0
179,24,1,0
179,24,4,1
179,24,2,1
179,24,1,0
179,24,2,0
179,24,5,0
179,24,4,0
179,24,3,0
179,24,4,0
179,24,3,0
179,24,4,0
186,6,3,1
186,10,3,1
213,1,5,1
213,1,4,1
213,1,4,1
213,1,2,1
213,1,4,1
213,1,3,1
213,1,5,1
213,1,3,1
213,1,4,1
213,1,5,1
213,1,5,0
213,1,5,0
213,1,4,0
213,1,5,1
213,1,4,0
213,1,4,0
213,1,4,1
213,1,4,1
213,1,5,1
213,1,4,1
213,1,4,1
213,1,3,0
213,1,4,1
213,1,4,1
213,1,5,1
213,1,4,0
213,2,5,0
213,2,4,0
213,2,5,0
213,2,3,1
213,3,5,0
213,3,4,1
213,3,3,0
213,3,5,1
213,3,5,1
213,3,5,1
213,3,5,0
213,3,5,1
213,3,5,1
213,3,3,1
213,3,3,0
213,3,3,1
213,3,5,0
213,3,4,1
213,4,4,1
213,4,3,0
213,4,5,1
213,4,5,1
213,4,4,0
213,4,5,1
213,4,4,1
213,4,5,1
213,4,4,1
213,4,5,0
213,4,4,0
213,4,4,1
213,4,3,0
213,4,4,1
213,5,5,1
213,5,5,0
213,5,5,1
213,5,4,0
213,5,3,0
213,5,3,1
213,5,4,1
213,5,5,0
213,5,3,1
213,5,5,0
213,5,5,0
213,5,3,1
213,6,4,1
213,6,5,0
213,6,3,1
213,6,3,1
213,6,3,1
213,6,4,1
213,6,3,0
213,6,5,0
213,6,4,0
213,6,4,1
213,6,5,0
213,7,5,1
213,7,5,1
213,7,2,1
213,7,3,0
213,7,5,0
213,7,3,0
213,7,4,1
213,7,3,1
213,7,4,0
213,7,4,1
213,7,4,1
213,7,5,0
213,7,3,0
213,7,4,0
213,8,5,0
213,8,5,0
213,8,4,0
213,8,4,1
213,8,4,0
213,8,5,0
213,8,4,0
213,8,3,1
213,8,4,0
213,8,5,0
213,8,3,1
213,8,5,1
213,8,4,1
213,8,5,1
213,8,4,1
213,8,5,0
213,8,5,0
213,9,5,1
213,9,4,0
213,9,5,1
213,9,4,1
213,9,4,0
213,9,5,1
213,9,5,0
213,10,2,0
213,10,2,0
213,10,2,0
213,10,3,1
213,10,5,1
213,11,4,1
213,11,4,0
213,11,4,0
213,11,4,0
213,11,5,0
213,11,5,0
213,11,5,0
213,11,4,0
213,11,4,0
213,12,4,0
213,12,4,1
213,12,5,0
213,12,4,1
213,12,5,1
213,12,3,0
213,12,5,0
213,12,5,0
213,12,4,0
213,12,5,0
213,13,5,0
213,13,3,0
213,13,5,0
213,13,4,0
213,13,5,0
213,13,5,0
213,13,5,0
213,13,5,0
213,13,5,1
213,13,4,0
213,13,5,0
213,13,4,0
213,13,3,0
213,13,5,0
213,13,4,0
213,13,5,0
213,14,5,1
213,14,4,0
213,14,2,0
213,14,2,0
213,14,5,1
213,15,4,0
213,15,4,0
213,15,2,0
213,15,5,1
213,15,4,0
213,15,5,0
213,15,2,1
213,16,5,0
213,16,3,1
213,16,5,0
213,16,3,1
213,16,2,1
213,17,5,0
213,17,5,0
213,17,5,0
213,18,5,0
213,18,3,1
213,18,5,0
213,19,2,1
213,19,2,0
213,19,4,0
213,19,4,0
213,19,5,0
213,19,3,1
213,19,3,0
213,19,2,0
213,19,5,0
213,19,3,0
213,19,4,0
213,20,3,0
213,20,4,0
213,20,5,1
213,20,5,0
213,20,5,1
213,20,5,0
213,20,5,0
213,20,5,0
213,20,3,0
213,20,5,0
213,20,3,0
213,20,4,0
213,21,5,0
213,21,5,0
213,21,4,0
213,21,5,0
213,21,5,0
213,21,4,0
213,21,5,0
213,21,5,0
213,21,5,1
213,21,3,1
213,21,5,0
213,22,4,0
213,22,4,0
213,22,4,0
213,22,5,0
213,22,4,0
213,22,4,0
213,22,1,1
213,22,5,0
213,22,5,1
213,22,5,1
213,22,2,0
213,22,4,0
213,22,5,1
213,22,4,1
213,22,4,0
213,22,5,0
213,23,5,0
213,23,5,0
213,23,4,1
213,23,2,1
213,23,5,0
213,23,2,0
213,23,5,0
213,23,5,0
213,23,3,0
213,24,4,0
213,24,3,0
213,24,5,0
213,24,5,0
213,24,4,0
213,24,4,0
222,1,2,0
222,2,2,1
222,2,3,0
222,3,4,1
222,4,3,0
222,4,4,1
222,4,3,0
222,6,3,0
222,6,3,0
222,6,2,0
222,6,4,0
222,7,2,0
222,7,4,1
222,7,4,1
222,8,3,0
222,8,1,0
222,8,3,1
222,10,3,1
222,11,4,1
222,11,1,0
222,12,4,0
222,13,2,0
222,13,2,0
222,14,5,0
222,14,2,0
222,14,2,0
222,16,4,0
222,18,2,0
222,18,4,1
222,18,4,0
222,19,2,0
222,19,4,0
222,19,2,0
222,19,3,0
222,20,4,0
222,21,2,0
222,24,1,0
249,1,2,1
249,1,4,1
249,3,2,1
249,4,4,1
249,4,1,1
249,5,1,1
249,8,2,0
249,8,3,1
249,8,3,0
249,11,5,0
249,12,3,0
249,12,5,0
249,13,5,0
249,13,1,0
249,15,5,0
249,16,2,0
249,16,2,0
249,19,2,0
249,20,2,0
249,21,3,0
249,24,3,0
281,1,3,0
281,1,4,1
281,1,5,0
281,1,3,0
281,1,5,1
281,1,5,1
281,1,4,0
281,1,5,1
281,1,4,1
281,2,4,0
281,3,4,0
281,3,5,1
281,3,5,0
281,3,1,1
281,4,5,1
281,4,4,1
281,4,4,1
281,4,4,1
281,4,5,1
281,5,5,1
281,5,3,0
281,5,4,1
281,5,4,0
281,5,4,0
281,5,5,0
281,5,5,1
281,5,5,1
281,6,4,1
281,6,3,1
281,6,4,1
281,6,5,0
281,6,3,0
281,7,4,1
281,7,5,1
281,7,4,1
281,7,5,0
281,7,3,0
281,7,2,1
281,7,5,0
281,7,4,1
281,7,3,0
281,8,3,1
281,8,5,0
281,8,5,1
281,8,3,0
281,8,3,1
281,8,5,0
281,9,5,0
281,9,5,0
281,10,2,0
281,10,3,0
281,10,3,1
281,11,2,0
281,11,5,0
281,12,5,0
281,12,2,0
281,12,3,1
281,12,4,1
281,12,5,0
281,13,4,0
281,13,4,0
281,13,1,0
281,13,4,0
281,13,5,1
281,13,4,0
281,14,4,0
281,14,5,0
281,14,4,0
281,14,4,0
281,14,4,1
281,14,4,0
281,14,4,1
281,14,2,0
281,15,5,0
281,15,5,0
281,15,5,0
281,15,4,0
281,15,5,0
281,15,2,1
281,15,4,1
281,15,5,1
281,16,4,0
281,16,5,0
281,16,5,0
281,16,4,0
281,17,2,0
281,17,3,1
281,18,2,1
281,18,3,0
281,18,5,0
281,18,2,0
281,19,4,0
281,19,5,0
281,19,4,0
281,19,5,0
281,19,2,0
281,19,3,0
281,19,1,0
281,19,3,0
281,19,2,0
281,19,2,0
281,19,2,0
281,19,4,0
281,19,5,0
281,19,4,0
281,19,3,0
281,19,5,0
281,19,2,0
281,19,5,0
281,19,3,0
281,19,4,0
281,19,4,0
281,20,3,0
281,20,3,0
281,20,5,1
281,20,3,1
281,20,2,0
281,20,3,0
281,20,4,1
281,20,5,1
281,20,5,0
281,20,3,0
281,20,3,0
281,20,4,0
281,21,4,0
281,21,1,0
281,21,3,0
281,22,5,0
281,22,4,1
281,22,2,0
281,22,5,0
281,22,4,0
281,22,5,0
281,23,4,0
281,24,4,0
281,24,4,0
281,24,4,0
281,24,4,0
281,24,4,0
281,24,4,0
301,1,4,0
301,1,4,1
301,1,4,0
301,1,5,0
301,1,5,0
301,1,4,0
301,1,4,1
301,1,5,1
301,1,5,1
301,1,5,1
301,2,5,1
301,2,4,0
301,2,5,1
301,2,3,1
301,3,4,0
301,4,5,0
301,4,1,1
301,4,4,1
301,4,5,0
301,4,4,1
301,4,4,0
301,5,5,1
301,5,5,1
301,5,4,0
301,5,4,1
301,5,4,1
301,5,4,1
301,6,2,0
301,6,4,0
301,6,2,1
301,7,5,1
301,7,5,0
301,7,3,0
301,8,5,1
301,8,4,0
301,8,5,0
301,9,1,1
301,9,5,1
301,9,4,0
301,11,4,1
301,12,4,1
301,12,4,0
301,12,4,0
301,12,5,1
301,13,2,0
301,13,2,0
301,13,4,0
301,13,5,0
301,13,5,0
301,13,4,0
301,13,1,0
301,13,5,1
301,14,5,0
301,14,5,0
301,14,5,1
301,14,2,0
301,14,5,0
301,14,3,0
301,15,4,0
301,15,3,1
301,15,5,0
301,15,5,1
301,15,3,1
301,15,2,0
301,16,4,0
301,16,4,0
301,16,5,1
301,16,5,0
301,17,5,0
301,18,5,1
301,19,3,1
301,19,4,0
301,19,1,0
301,19,5,0
301,19,1,0
301,20,5,0
301,20,4,1
301,20,5,0
301,20,5,1
301,21,5,1
301,21,1,1
301,21,5,0
301,21,5,0
301,22,1,0
301,22,5,1
301,22,1,0
301,22,4,0
301,22,5,1
301,22,1,1
301,22,4,0
301,22,5,1
301,23,5,0
301,23,5,1
301,23,4,0
301,23,2,0
301,23,2,1
301,23,4,0
301,23,4,1
301,24,4,0
301,24,3,0
301,24,1,1
301,24,3,1
301,24,3,1
301,24,3,0
301,24,5,0
306,1,3,0
306,1,3,1
306,1,3,1
306,1,4,1
306,1,5,0
306,1,4,1
306,1,4,1
306,2,5,1
306,2,5,0
306,2,5,0
306,2,5,0
306,3,5,0
306,3,1,0
306,3,4,0
306,3,4,0
306,3,4,0
306,3,5,1
306,3,5,1
306,3,4,0
306,4,4,0
306,4,3,0
306,4,4,1
306,4,4,1
306,4,4,0
306,4,4,1
306,5,3,1
306,5,4,0
306,5,4,0
306,5,5,0
306,5,4,1
306,6,4,0
306,6,3,0
306,6,4,0
306,6,4,0
306,7,4,0
306,7,3,1
306,7,4,0
306,7,5,1
306,7,1,1
306,8,4,1
306,8,4,0
306,8,5,0
306,8,1,1
306,8,5,0
306,8,2,0
306,8,5,0
306,8,4,0
306,9,3,0
306,9,5,0
306,9,4,1
306,10,5,0
306,11,2,0
306,11,4,0
306,11,2,0
306,12,4,0
306,12,3,0
306,12,4,0
306,12,2,0
306,13,4,0
306,13,4,0
306,13,4,0
306,13,4,0
306,13,4,0
306,13,5,0
306,14,5,0
306,14,4,0
306,15,4,0
306,15,3,0
306,15,4,0
306,15,4,0
306,15,2,0
306,16,4,0
306,16,4,0
306,16,4,0
306,16,4,0
306,16,2,0
306,17,3,0
306,17,4,0
306,17,3,1
306,17,4,0
306,17,5,1
306,18,1,0
306,18,4,0
306,18,5,0
306,18,5,0
306,18,5,0
306,18,3,0
306,18,5,1
306,19,4,0
306,19,4,0
306,20,4,1
306,20,5,0
306,20,5,0
306,20,3,0
306,20,4,1
306,20,4,0
306,21,4,0
306,21,2,1
306,21,4,0
306,22,5,0
306,22,4,0
306,22,4,0
306,22,5,0
306,22,4,0
306,22,3,0
306,22,2,0
306,22,3,0
306,22,5,0
306,23,1,0
306,23,2,0
306,23,4,0
306,23,2,0
306,24,5,0
306,24,4,0
306,24,2,0
306,24,4,0
336,1,1,1
336,1,3,1
336,1,5,0
336,1,4,1
336,1,4,0
336,1,3,1
336,1,5,1
336,1,5,1
336,1,4,0
336,1,5,0
336,1,5,1
336,1,5,1
336,1,3,0
336,1,5,1
336,1,4,0
336,2,4,0
336,2,5,0
336,2,4,1
336,2,5,1
336,2,3,1
336,2,5,0
336,2,2,0
336,2,4,1
336,3,5,0
336,3,5,1
336,3,5,1
336,3,5,1
336,3,2,1
336,3,4,1
336,3,1,1
336,3,5,1
336,4,3,0
336,4,2,1
336,4,5,0
336,4,3,0
336,4,5,1
336,5,5,0
336,5,3,1
336,5,4,1
336,5,2,1
336,5,3,0
336,5,1,0
336,5,4,0
336,5,5,0
336,5,3,1
336,6,5,0
336,6,4,1
336,6,4,1
336,6,5,0
336,6,4,0
336,6,3,0
336,7,5,0
336,7,5,0
336,7,5,0
336,7,3,0
336,7,4,1
336,7,4,1
336,7,5,0
336,7,4,1
336,7,4,0
336,8,4,0
336,8,2,1
336,8,3,1
336,8,5,0
336,8,3,0
336,8,4,0
336,8,1,1
336,8,4,1
336,8,2,1
336,9,3,1
336,9,4,1
336,9,5,0
336,9,5,1
336,9,5,1
336,9,3,0
336,10,5,0
336,10,4,0
336,10,4,1
336,10,2,0
336,10,5,1
336,11,5,1
336,11,5,0
336,12,5,0
336,12,5,0
336,12,3,0
336,12,4,0
336,12,5,0
336,13,5,1
336,13,4,1
336,13,5,0
336,13,4,0
336,13,5,0
336,13,4,0
336,13,2,0
336,13,4,0
336,13,2,0
336,13,5,0
336,13,4,0
336,13,4,0
336,13,5,0
336,14,4,0
336,14,2,0
336,14,4,0
336,14,2,0
336,14,5,0
336,14,2,0
336,14,5,0
336,14,5,0
336,14,4,0
336,14,3,0
336,14,4,0
336,14,4,0
336,14,4,0
336,14,4,0
336,14,4,0
336,14,4,0
336,15,5,1
336,15,5,0
336,15,2,0
336,15,5,0
336,15,5,0
336,15,4,0
336,15,3,0
336,15,5,0
336,15,3,0
336,15,5,1
336,15,5,0
336,15,5,0
336,15,5,0
336,15,5,0
336,15,3,0
336,15,4,0
336,16,5,0
336,16,5,1
336,16,2,1
336,16,4,0
336,16,5,0
336,16,3,0
336,16,5,0
336,17,5,0
336,17,4,1
336,17,4,0
336,17,4,0
336,17,5,1
336,18,5,1
336,18,2,0
336,18,4,0
336,18,2,0
336,18,2,0
336,18,3,0
336,19,4,0
336,19,3,0
336,19,4,0
336,19,3,0
336,19,4,0
336,19,4,0
336,19,3,0
336,19,5,0
336,19,3,0
336,19,4,0
336,19,2,0
336,19,4,0
336,19,5,0
336,19,4,0
336,19,2,0
336,19,3,0
336,19,4,0
336,19,5,0
336,19,3,0
336,20,5,0
336,20,4,0
336,20,5,0
336,20,5,0
336,20,4,0
336,20,3,0
336,20,2,0
336,20,5,0
336,20,4,0
336,20,4,0
336,20,3,0
336,21,5,0
336,21,2,0
336,21,2,0
336,21,5,0
336,21,1,0
336,22,4,0
336,22,4,1
336,22,4,0
336,22,5,0
336,22,3,0
336,22,5,0
336,22,5,0
336,22,4,0
336,22,4,0
336,22,4,0
336,22,3,0
336,22,3,0
336,22,4,1
336,22,5,1
336,23,5,0
336,23,4,0
336,23,1,0
336,23,1,1
336,23,5,0
336,23,5,0
336,24,4,0
336,24,4,0
336,24,3,0
336,24,4,0
336,24,5,1
336,24,5,0
336,24,5,0
336,24,5,0
336,24,3,0
336,24,4,0
336,24,1,0
337,1,5,1
337,1,5,0
337,1,1,1
337,1,5,1
337,1,5,1
337,1,5,1
337,1,4,1
337,1,4,1
337,1,5,0
337,1,5,1
337,1,5,0
337,1,5,1
337,1,5,0
337,1,5,1
337,1,4,1
337,1,5,1
337,1,5,1
337,2,2,1
337,2,5,0
337,2,3,0
337,2,5,0
337,2,3,1
337,2,5,1
337,2,5,1
337,3,4,1
337,3,4,1
337,3,4,0
337,3,3,1
337,4,4,0
337,4,5,1
337,4,5,1
337,4,5,1
337,4,2,0
337,4,1,1
337,4,5,0
337,4,4,0
337,4,5,0
337,4,2,1
337,4,4,1
337,4,5,0
337,4,3,0
337,4,4,1
337,5,5,1
337,5,5,1
337,5,5,1
337,5,1,1
337,5,5,1
337,5,4,1
337,5,5,1
337,5,5,0
337,6,5,1
337,6,5,1
337,6,4,1
337,6,4,1
337,6,5,0
337,6,5,0
337,6,5,0
337,6,5,1
337,6,4,1
337,6,5,1
337,6,4,1
337,6,4,1
337,7,4,0
337,7,5,1
337,7,5,1
337,7,5,0
337,7,4,1
337,7,4,1
337,7,5,1
337,7,5,1
337,7,4,0
337,7,5,0
337,8,5,1
337,8,4,0
337,8,5,1
337,8,5,0
337,8,4,0
337,8,4,1
337,8,5,1
337,8,4,1
337,9,5,1
337,9,4,1
337,9,5,1
337,9,5,0
337,9,5,0
337,10,3,1
337,10,4,0
337,10,5,0
337,10,5,1
337,10,2,1
337,10,5,1
337,10,4,0
337,10,2,0
337,11,5,1
337,11,4,0
337,11,5,0
337,11,5,0
337,11,4,1
337,11,5,1
337,12,3,1
337,12,5,1
337,12,5,0
337,12,5,0
337,12,3,0
337,12,5,0
337,12,5,0
337,13,5,1
337,13,5,0
337,13,5,1
337,13,5,1
337,13,5,0
337,13,5,1
337,13,4,0
337,13,5,1
337,13,5,0
337,13,5,0
337,13,4,0
337,13,4,0
337,13,5,1
337,13,5,1
337,13,4,0
337,14,5,0
337,14,5,0
337,14,4,0
337,14,5,1
337,14,5,0
337,14,4,0
337,14,4,0
337,14,5,0
337,15,4,0
337,15,5,1
337,15,4,0
337,15,5,1
337,15,5,0
337,15,5,1
337,15,5,0
337,15,5,0
337,15,5,0
337,15,5,0
337,15,5,0
337,16,5,1
337,16,5,1
337,16,5,0
337,16,5,1
337,16,5,1
337,16,5,0
337,17,5,1
337,17,2,1
337,17,5,0
337,17,5,1
337,17,5,0
337,17,5,0
337,18,2,1
337,18,5,0
337,18,4,1
337,18,1,1
337,18,5,0
337,18,5,0
337,18,5,0
337,18,4,0
337,18,5,0
337,19,1,1
337,19,4,0
337,19,2,1
337,19,5,0
337,19,5,0
337,19,4,0
337,19,4,1
337,19,5,0
337,20,5,1
337,20,5,0
337,20,5,0
337,20,5,0
337,20,5,0
337,20,5,1
337,20,5,0
337,21,5,0
337,21,5,0
337,21,3,0
337,21,2,0
337,21,5,0
337,21,5,0
337,21,5,1
337,21,5,0
337,21,5,0
337,21,5,0
337,21,1,0
337,22,5,1
337,22,5,0
337,22,5,0
337,22,5,0
337,22,5,1
337,22,2,0
337,22,4,0
337,22,5,0
337,22,4,0
337,22,5,0
337,23,4,0
337,23,5,1
337,23,5,0
337,23,4,0
337,23,4,0
337,23,3,1
337,23,4,1
337,23,5,0
337,23,5,0
337,23,5,0
337,23,4,0
337,24,5,1
337,24,3,1
337,24,5,1
337,24,4,1
337,24,3,0
337,24,2,1
337,24,5,0
337,24,5,0
337,24,5,0
337,24,5,0
337,24,5,0
337,24,3,0
337,24,5,0
345,1,3,0
345,1,3,0
345,2,4,0
345,3,3,0
345,3,3,0
345,4,3,0
345,4,1,0
345,6,4,0
345,6,4,0
345,7,3,0
345,7,1,1
345,8,4,0
345,8,3,0
345,8,3,1
345,8,1,0
345,9,4,1
345,10,3,0
345,12,2,0
345,12,4,0
345,15,4,0
345,16,4,0
345,17,4,0
345,18,3,0
345,22,3,0
398,1,4,1
398,4,2,1
398,6,4,1
398,6,4,1
398,16,5,1
398,19,3,1
398,20,4,0
398,21,4,1
403,1,4,1
403,1,5,1
403,1,5,1
403,1,3,1
403,1,2,1
403,1,2,1
403,3,4,1
403,3,4,1
403,4,5,1
403,5,4,1
403,6,3,1
403,6,1,1
403,7,4,1
403,8,2,1
403,9,5,1
403,11,5,1
403,12,5,1
403,14,5,1
403,17,4,1
403,17,5,1
403,17,4,1
403,19,5,1
403,19,4,1
403,19,5,1
403,20,4,1
403,21,5,1
403,21,3,1
403,21,4,1
403,23,4,1
403,23,5,1
403,24,5,1
477,1,4,0
477,3,4,0
477,4,4,0
477,4,4,1
477,5,4,1
477,5,4,0
477,7,5,1
477,7,3,1
477,7,2,0
477,8,4,1
477,10,4,1
477,11,4,0
477,13,3,1
477,13,4,0
477,14,5,1
477,14,4,0
477,14,3,0
477,14,4,1
477,15,4,0
477,16,3,1
477,16,4,0
477,17,3,0
477,18,4,0
477,18,4,1
477,19,4,0
477,19,2,0
477,22,3,0
477,23,3,0
490,1,3,1
490,1,5,1
490,1,4,1
490,1,4,1
490,1,3,1
490,2,4,1
490,2,4,1
490,2,4,0
490,2,3,0
490,2,5,0
490,4,4,0
490,4,1,1
490,4,4,1
490,5,2,1
490,6,5,0
490,6,4,1
490,7,4,0
490,7,3,0
490,8,4,1
490,8,3,0
490,8,5,0
490,9,4,0
490,9,4,1
490,11,3,0
490,11,5,0
490,12,3,0
490,13,4,0
490,13,5,1
490,13,5,0
490,14,4,0
490,15,5,0
490,15,5,0
490,15,5,0
490,15,5,0
490,16,3,1
490,16,3,1
490,17,4,0
490,17,5,0
490,17,5,0
490,17,5,0
490,18,4,0
490,19,5,1
490,20,4,0
490,21,5,0
490,21,4,0
490,22,4,0
490,22,4,0
490,22,5,0
490,23,5,0
490,24,3,0
490,24,4,0
490,24,4,0
490,24,4,0
664,1,4,1
664,1,5,1
664,1,5,1
664,1,2,0
664,1,5,1
664,1,5,1
664,1,3,1
664,3,5,1
664,3,5,1
664,3,5,0
664,4,5,1
664,4,5,1
664,6,4,1
664,6,4,0
664,6,3,1
664,6,5,1
664,7,4,1
664,8,5,0
664,8,5,1
664,8,4,0
664,9,5,1
664,10,5,1
664,11,5,0
664,12,4,1
664,12,5,0
664,12,4,0
664,13,5,0
664,15,5,0
664,15,5,0
664,16,3,0
664,19,5,0
664,20,5,0
664,20,4,0
664,21,5,0
664,23,3,0
664,24,5,0
676,4,4,0
676,6,3,0
676,7,4,0
676,7,1,0
676,9,4,0
676,11,4,0
676,13,5,0
676,13,5,0
676,14,5,0
676,15,1,0
676,15,4,0
676,18,2,0
676,20,5,1
676,20,5,0
676,20,2,0
676,21,5,1
676,21,5,1
676,22,5,1
676,22,5,1
676,22,5,1
676,22,3,0
676,22,4,1
676,22,5,0
676,23,3,1
676,23,4,0
676,24,5,1
676,24,4,1
